audio_file,raw_text,label,DiaID,UttID
/home/minhnhut/EmoData/MELD_audio/train_audio/dia589_utt1.wav,"Oh my God! So was she! Oh, Ive got-Ive got goose bumps.",6,589,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia828_utt11.wav,So?,0,828,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia612_utt1.wav,Please tell me you got the message!,5,612,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia817_utt13.wav,Okay.,0,817,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia953_utt12.wav,Robert!,2,953,12
/home/minhnhut/EmoData/MELD_audio/train_audio/dia778_utt1.wav,These old things.,3,778,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia166_utt0.wav,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",0,166,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia619_utt7.wav,Well IThats never gonna happen with Ross.,3,619,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia130_utt5.wav,"All right, I guess this will be fine.",0,130,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia39_utt17.wav,It doesnt say that in the script.,2,39,17
/home/minhnhut/EmoData/MELD_audio/train_audio/dia110_utt1.wav,You do?,6,110,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1033_utt2.wav,"No. No, I just uh, I just loved the way it feels when everybody thinks I own a Porsche.",1,1033,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia520_utt1.wav,Hey you guys I'm gonna go out and take a walk.,0,520,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia901_utt0.wav,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",2,901,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1009_utt10.wav,Was he wearing a stunning blue suit?,1,1009,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia389_utt10.wav,"I just feel so, uhh.....",0,389,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia787_utt3.wav,"Pizza, heh, its not like I never had that before...ba dum bum cheshhh.",0,787,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia430_utt4.wav,What was that?!,6,430,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia234_utt4.wav,Its unbelievable! I-I cant believe that sign didnt work!,6,234,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia477_utt6.wav,"Ohh, thats too bad!",3,477,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia964_utt6.wav,You're nose is bleeding!,6,964,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia863_utt6.wav,"Dad, Ronni's here.",0,863,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia319_utt15.wav,What are you talking about?,6,319,15
/home/minhnhut/EmoData/MELD_audio/train_audio/dia571_utt8.wav,"Okay, okay, were approaching the window  Thread the needle.",0,571,8
/home/minhnhut/EmoData/MELD_audio/train_audio/dia828_utt10.wav,"Yeah, but, there were no suds.",0,828,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia2_utt0.wav,"Hey, Mon.",0,2,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia814_utt3.wav,"Okay, here we go.",0,814,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia301_utt7.wav,"Okay, we'll be here!",0,301,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia682_utt4.wav,"And sometimes, I'll want you to steal third, and I'll go like this.",0,682,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia426_utt5.wav,"Im gonna, Im gonna want him back.",0,426,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1038_utt17.wav,"That was a good one. For a second there, I was like, ""whoa.""",1,1038,17
/home/minhnhut/EmoData/MELD_audio/train_audio/dia486_utt17.wav,look both ways before you cross the street.,1,486,17
/home/minhnhut/EmoData/MELD_audio/train_audio/dia597_utt9.wav,"No, I mean, come on, seriously think about it, we get married, were up at the altar and Im like this.",0,597,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia676_utt2.wav,You can't do that!,6,676,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia543_utt1.wav,Hi.,0,543,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia488_utt2.wav,Do you know anything about women?,0,488,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia775_utt3.wav,That's my sister.,0,775,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia614_utt19.wav,My late husband gave me that lighter.  I'm not kidding.,3,614,19
/home/minhnhut/EmoData/MELD_audio/train_audio/dia564_utt2.wav,No. But I was showing him some cufflinks and I felt his pulse.,1,564,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia108_utt4.wav,Oh it was perfect! I mean it really felt like he was my friend again.,1,108,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia245_utt0.wav,"Oh, great!",1,245,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia661_utt7.wav,"Oh, so, forget about the birds, but big red insects suggest fine dining!",2,661,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia651_utt6.wav,Do they wait for me to do this?,0,651,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia902_utt5.wav,I really wish that you wouldnt.,2,902,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia646_utt5.wav,"Okay, bla-bla-bla-bla!! Who is it?!",1,646,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia167_utt6.wav,Look at you. All jealous.,2,167,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia687_utt0.wav,"Hi. Tag, I have a conference call today is that correct?",0,687,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia969_utt1.wav,"Anyway, I-I still think we should try to patch things up, yknow?",0,969,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia973_utt14.wav,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.",0,973,14
/home/minhnhut/EmoData/MELD_audio/train_audio/dia256_utt4.wav,I mean I wish I were a seahorse.,0,256,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia566_utt0.wav,Oh man!,6,566,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia285_utt16.wav,"Y’know, I don’t really know her.",0,285,16
/home/minhnhut/EmoData/MELD_audio/train_audio/dia819_utt6.wav,Awww.  But still no.,0,819,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia756_utt0.wav,"So, howd the lasagne go over?",0,756,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia464_utt14.wav,"Thats funny, yeah!",1,464,14
/home/minhnhut/EmoData/MELD_audio/train_audio/dia445_utt0.wav,"Im sorry I wont be able to make it to your imaginary wedding, but Im",0,445,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia191_utt2.wav,Hey! How you doin?,0,191,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia930_utt1.wav,Die Hard,0,930,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia210_utt7.wav,Great scene yeah?,1,210,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia821_utt10.wav,"Listen, I gotta tell ya, I-Im having a great time!",1,821,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia149_utt3.wav,Absolutely.  I love the way you kiss.,1,149,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia173_utt2.wav,"Well, you promised me a fun road trip!",1,173,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia95_utt10.wav,"Come on, give me one good reason why you don't wanna go.",0,95,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia708_utt0.wav,"Well, because we thought you knew!! Its so obvious! God, that would be like telling Monica, ""Hey, you like things clean.""",0,708,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia874_utt13.wav,Wait a minute!,2,874,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia338_utt2.wav,"Hello. Well, Joshua, that $500 was for groceries.",0,338,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia434_utt3.wav,Yeah I know.,0,434,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia260_utt10.wav,"Uh, Pheebs, some people call that breaking and entering.",5,260,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia26_utt2.wav,Is it a good sign that they asked us to hang around after the audition?,6,26,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia528_utt4.wav,"Well, yknow its none of my business, but arent you married?",0,528,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia673_utt4.wav,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",0,673,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia496_utt4.wav,Okay!,0,496,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia687_utt5.wav,Wait!,6,687,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia333_utt3.wav,"Oh, he wont sit here.",0,333,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia505_utt7.wav,"Well, umm, not much.",0,505,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia758_utt1.wav,Hey!-Hey! Whats going on?,6,758,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1030_utt0.wav,Chloe? Hi..,0,1030,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia44_utt2.wav,Yeah.,0,44,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia962_utt4.wav,"Nine months from now we can be here, having our own baby.",1,962,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia702_utt0.wav,Yes!,1,702,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia964_utt0.wav,"Hey, so uh, y'know how there's something I wanted to talk to you about?",0,964,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia512_utt11.wav,No I didnt!,2,512,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia234_utt6.wav,Stop making candy!,2,234,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia772_utt7.wav,"Youre not dying Hope, youre gonna live a long, healthy life. With me.",1,772,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia253_utt0.wav,My specimen is in the    room and I just want to thank whoever knocked on the door while I was in there.,0,253,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia77_utt4.wav,Hello baby girl.,1,77,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia933_utt4.wav,Sure.  Coffee? Cause Im going up there.,1,933,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia519_utt3.wav,No. We were in the middle of sexand,0,519,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia623_utt9.wav,"Yknow, one of them had never been to a bachelor party before.",1,623,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia89_utt1.wav,Its 6:00.,0,89,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia344_utt7.wav,"Yeah, I-I-I'm down with that.",1,344,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia82_utt6.wav,"I hang out with you guys, and he stars in a drag show in Vegas.",4,82,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia486_utt12.wav,And it wouldnt matter.,2,486,12
/home/minhnhut/EmoData/MELD_audio/train_audio/dia331_utt7.wav,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",0,331,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia398_utt2.wav,"Ok, I've got milk  Here you go...  Oh! Better?",2,398,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia347_utt9.wav,"No. Im just, I wanna, I need to be alone.",3,347,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia925_utt6.wav,Nothing at all.,0,925,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia279_utt12.wav,You need me to go down there with you and hold your hand?,0,279,12
/home/minhnhut/EmoData/MELD_audio/train_audio/dia354_utt16.wav,"Sure, you coulda. You never know.",0,354,16
/home/minhnhut/EmoData/MELD_audio/train_audio/dia663_utt8.wav,Hey guys!  What 'cha been doin'?,0,663,8
/home/minhnhut/EmoData/MELD_audio/train_audio/dia858_utt0.wav,"Hey, Mel Gibson and Clint Eastwood.",6,858,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia651_utt3.wav,"Well,sounds like you two have issues.",0,651,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia892_utt8.wav,"Hey Joey, come taste this.",0,892,8
/home/minhnhut/EmoData/MELD_audio/train_audio/dia875_utt4.wav,We're switching rooms again.,2,875,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia604_utt7.wav,"So you told her there was somebody else so she would agree to work with you, so cause you figure oh if you spent a lot of time together, maybe something might happen, and...",0,604,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia180_utt8.wav,Janice,6,180,8
/home/minhnhut/EmoData/MELD_audio/train_audio/dia799_utt1.wav,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",5,799,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia30_utt11.wav,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",5,30,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia940_utt5.wav,"Oh, then it mustve been you. Bye.",0,940,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia241_utt11.wav,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",4,241,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia658_utt4.wav,Let her know I like her?,5,658,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia910_utt13.wav,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",1,910,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia185_utt4.wav,It was like months ago.,6,185,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia74_utt1.wav,"Yeah, but Jason's really sensitive.",0,74,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia273_utt6.wav,"No, I dont want to tell anybody else because I dont want Monica to find out.",0,273,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia184_utt18.wav,Yeah...,0,184,18
/home/minhnhut/EmoData/MELD_audio/train_audio/dia218_utt3.wav,"And the chefs eat with the other chefs, right?",0,218,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia538_utt9.wav,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",4,538,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia376_utt3.wav,Wow! Nice! Manly and also kind of a slut.,5,376,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia286_utt1.wav,"No. But don't worry, I'm sure they're still there.",0,286,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia51_utt7.wav,"But I told you, I didnt have the time!",2,51,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia539_utt2.wav,Am I the only one who doesn't think that she's hot? Ross?,6,539,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia294_utt0.wav,Why are you yelling?,1,294,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia336_utt4.wav,What?,6,336,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia137_utt1.wav,My name is Ross Geller.,0,137,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia55_utt13.wav,You are!,1,55,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia463_utt4.wav,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",6,463,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia616_utt0.wav,Awww! Mel Torme died.,3,616,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia12_utt1.wav,Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,1,12,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia548_utt10.wav,"Walls are pretty thin, guys!",2,548,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia666_utt5.wav,"I don't know, clean places?",0,666,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia774_utt7.wav,"Uh, no she doesn't but I can, I can get a message to her.",0,774,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia832_utt6.wav,"Oh, yeah! How did you meet her?",6,832,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia23_utt4.wav,"I mean, was it Gina?",0,23,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia524_utt5.wav,Destiny.,0,524,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia501_utt7.wav,Oh.,0,501,7
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1021_utt4.wav,Does it bug you?,3,1021,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia565_utt3.wav,"Oh, nobody's judging you.",0,565,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia727_utt0.wav,"Hey! You guys! Check it out, check it out!  Guess which job I got.",1,727,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia804_utt4.wav,Im sorry. I didntI dont come in here a lot.,3,804,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia977_utt12.wav,Huh.,6,977,12
/home/minhnhut/EmoData/MELD_audio/train_audio/dia222_utt0.wav,Bing! Ho! And the Bing-ette!,1,222,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia475_utt6.wav,"Ping pong?  Honey, they have ping pong! Let's play!",6,475,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia902_utt8.wav,Just smile and dont talk to,0,902,8
/home/minhnhut/EmoData/MELD_audio/train_audio/dia553_utt19.wav,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",3,553,19
/home/minhnhut/EmoData/MELD_audio/train_audio/dia245_utt9.wav,"Wow, Im never gonna have that feeling again, am I?",3,245,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia976_utt0.wav,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",1,976,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia929_utt5.wav,Every year.,0,929,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia226_utt4.wav,"Yeah, sure.  All right, whose court is the ball in now?",0,226,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia360_utt5.wav,"You know, the guys are probably having a great time.",0,360,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia523_utt9.wav,Hey Phoebe!,1,523,9
/home/minhnhut/EmoData/MELD_audio/train_audio/dia719_utt5.wav,"Me too! Yeah. And comfortable. Do uh, do you like leather seats?",0,719,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia366_utt3.wav,"You're like the boom, boom, ... boom.",0,366,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia874_utt5.wav,I don't wanna give up the bag.,3,874,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia358_utt5.wav,"So whats a matter, you need a dentist? Ive got a good one.",0,358,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia588_utt6.wav,I,0,588,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1006_utt5.wav,"God, what a mess.",0,1006,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia536_utt14.wav,"Yeah. Just, if its possible, could you leave him somewhere and go have sex with another guy?",0,536,14
/home/minhnhut/EmoData/MELD_audio/train_audio/dia945_utt5.wav,"I dont mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",4,945,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia854_utt3.wav,Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why dont we just let the machine get that?,2,854,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia359_utt1.wav,Ross.,0,359,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia720_utt10.wav,You mean this.,0,720,10
/home/minhnhut/EmoData/MELD_audio/train_audio/dia429_utt11.wav,"Hey, it's Janice.",0,429,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia264_utt2.wav,What?!,6,264,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia34_utt5.wav,"Y'know, last night was embarrassing for you too.",0,34,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia1005_utt1.wav,"Ooh, absolutely!",1,1005,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia410_utt13.wav,This is about us.,0,410,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia407_utt3.wav,"Aw, dammit!",6,407,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia352_utt3.wav,"Well, let me tell you something... you will care about it, because I care about it!",2,352,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia791_utt5.wav,"Uh, Pauls Café. They got great food and its really romantic.",0,791,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia675_utt2.wav,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",0,675,2
/home/minhnhut/EmoData/MELD_audio/train_audio/dia544_utt3.wav,Oh.,1,544,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia324_utt5.wav,"And then Rosss new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",0,324,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia629_utt13.wav,"Ok.  Um, sure, that'd be great.",0,629,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia361_utt13.wav,"So, you gotta play the odds, pick somebody whos gonna be in the country like all the time.",0,361,13
/home/minhnhut/EmoData/MELD_audio/train_audio/dia307_utt3.wav,"No! Yknow,",0,307,3
/home/minhnhut/EmoData/MELD_audio/train_audio/dia317_utt15.wav,"Yknow boyfriends and girlfriends come and go, but this  is for life!",2,317,15
/home/minhnhut/EmoData/MELD_audio/train_audio/dia644_utt0.wav,What happened in Atlantic City?!,6,644,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia936_utt11.wav,"Youre going because you hope hes gonna say, ""Yeah, I love you too, Rach.",3,936,11
/home/minhnhut/EmoData/MELD_audio/train_audio/dia791_utt18.wav,"And were gonna go out, were gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",1,791,18
/home/minhnhut/EmoData/MELD_audio/train_audio/dia296_utt18.wav,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",0,296,18
/home/minhnhut/EmoData/MELD_audio/train_audio/dia810_utt0.wav,Who is that?!,6,810,0
/home/minhnhut/EmoData/MELD_audio/train_audio/dia120_utt1.wav,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",1,120,1
/home/minhnhut/EmoData/MELD_audio/train_audio/dia176_utt6.wav,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",0,176,6
/home/minhnhut/EmoData/MELD_audio/train_audio/dia418_utt21.wav,Hmm. Do you sleep with women and never call them again?,0,418,21
/home/minhnhut/EmoData/MELD_audio/train_audio/dia78_utt4.wav,DANGER,5,78,4
/home/minhnhut/EmoData/MELD_audio/train_audio/dia207_utt17.wav,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",2,207,17
/home/minhnhut/EmoData/MELD_audio/train_audio/dia512_utt5.wav,Yeah.,0,512,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia308_utt5.wav,"Umm, okay I would like to talk to you about your toner needs.",0,308,5
/home/minhnhut/EmoData/MELD_audio/train_audio/dia659_utt19.wav,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",1,659,19
/home/minhnhut/EmoData/MELD_audio/train_audio/dia454_utt0.wav,"Yeah, okay lets leave these two alone.",0,454,0
